Main Category,Subcategory,YouTube Shorts Links,Generated Caption,Channel Title,Captions,Sample Comments,posted,post id
Pets and Animals,Animal Rescues & Adoption Stories,https://www.youtube.com/watch?v=wuqF9vll6Cg,"""OMG, this dog is a total hero! 🐶❤️ Who else was cheering for him? This rescue is everything! #DogRescuesKittens #AnimalHeroes""",Fabiosa Best Lifehacks,No captions available,❤❤❤❤❤❤; 🥰🥰🥰🥰🥰🥰smart boy 😍😍😍👏👏👏👏👏👏; ❤❤❤❤,False,
Pets and Animals,Animal Rescues & Adoption Stories,https://www.youtube.com/watch?v=4-yPeCpk0zg,"""OMG, this pup’s joy is everything! 🐶❤️ Who else is ready to adopt and spread the love? #AdoptDontShop #DogLovers""",Dylan Anderson,Captions available,🎥 @AdoptingDogs on TT; My god these videos upset me; Its just so loving looking at this because i had 3 dogs and both died and i got a new puppy,False,
Pets and Animals,Animal Rescues & Adoption Stories,https://www.youtube.com/watch?v=xiXoZYWFaCs,"""Can you believe this adorable pup just stole his heart? 🐾❤️ Who else would have taken him home? #AnimalRescue #PuppyLove""",Wonderful animals ,Captions available,Corgi is not a large dog; God bless you what a cutie i would have adopted the puppy as well i definitely wouldnt of been able to walk or ride away from the puppy not even for a min it would bteak my heart; Looks like an expensive dog 😮,False,
Pets and Animals,Animal Rescues & Adoption Stories,https://www.youtube.com/watch?v=Fe2C0OrFD-s,"""How adorable is this baby puma finding its forever home? 🐾❤️ Who else is ready to adopt their own wild friend? #AdoptDontShop #LoveAnimals""",Love Animals,Captions available,Insta mute on the music...please stop; 짜집기영상 짜증나; ❤❤❤❤❤😊😊😊😊😊😊😊,False,
Science & Exploration,Space & Astronomy,https://www.youtube.com/watch?v=7nNoAaeZQoI,"""Whoa, did you know that space is more terrifying than we think? 😱🌌 What’s your biggest fear about the universe? #spacefacts #AstroKobi""",AstroKobi,Captions available,Would you want to be teleported into space?; Nah i hate space and the ocean bro ☠️💀; If I had my phone 📱 out there with infinite battery 🔋 id be ok for a little while as I watch space bodies in space 😂😂😂,False,
Science & Exploration,Space & Astronomy,https://www.youtube.com/watch?v=uiU68pfB1_E,"""Did you know Earth has a cosmic buddy? 🌍✨ This video blew my mind! What’s your favorite space fact? #astronomy #space""",Universe_Uncovered,No captions available,"I thought it was the moon; Murcury it&#39;s it so it&#39;s orbit is so NOT CRICLES it has a stretched orbit so It can reach earth the closest; Wow, totally didn’t know",False,
Science & Exploration,Space & Astronomy,https://www.youtube.com/watch?v=7HNiw5cfqBI,"""Wow, the protectors of Earth are more epic than I thought! 🌌🛡️ Who else is ready to explore the cosmos? #space #astronomy""",Universe_Uncovered,Captions available,oi que foi; I hate you i don&#39;t like space videos; I&#39;m going to destroy the sun,False,
Science & Exploration,Space & Astronomy,https://www.youtube.com/watch?v=6PaLnLxCAmQ,"""Did you know nuclear pasta is the strongest material in the universe? 🍝💪 Mind-blown! What else do you think is out there? #ScienceFacts #Space""",Scienceverse,Captions available,if someone eat that is would be a biggest blast ever; creative steve; great video!,False,
Science & Exploration,Space & Astronomy,https://www.youtube.com/watch?v=e6mBB3RHS54,"""Wow, what a cosmic showdown! 🌍✨ Can we really coexist with our planet and atmosphere? What do you think? #EarthVsHumans #Cosmos""",CosmosSenerio,Captions available,"Totally false because the so-called gravity is the movement of gravity or GYROSCOPIC INERTIA or TIME GREATNESS at a speed of 38 million times the speed of light which is the speed of infinite rotation for the eternity of the eternal UNIVERSE without the need for dark matter and energy or expansion of the universe or big bang because Einstein&#39;s relativity is a fraud. <br><br>An event as absurd as the lack of the movement of gravity will never occur because it automatically means the collapse of the entire UNIVERSE in exchange for what, for nothing, it does not make sense, it is unsustainable. <br><br>No body in the universe can be left without the movement of gravity or GYROSCOPIC INERTIA or TIME GREATNESS, it is the nature of everything that exists to move. <br><br>What does not exist, DOES NOT MOVE, it is in the INFINITE HYPER SPACE where there is no longer TIME GREATNESS nor gravity nor matter nor light only ANTIMATTER at constant and negative temperature and entropy in degrees Kelvin. <br><br>The absolute INFINITE HYPER SPACE contains the possible INTEGRAL UNIVERSES that are in infinite rotation for eternity at a speed between the speed of light, for phantom universes 👻 or of light, supermassive universes at quase infinite speeds above 20 billion times the speed of light. <br><br>PERFECT UNIVERSES 👌 like ours are between 38 million times the speed of light and 20 billion times the speed of light. <br><br>This is correct if quantum mechanics is not very WRONG but incomplete.; Without human earth would be danger in asteroid as Jupiter can sometimes no longer with us the moon would protect us but a giant asteroid like &quot;apophis&quot; and &quot;Planet killler&quot; would make the moon shattered apart; Without humans the bees will go insane <br><br><br><br><br><br><br>and lazy<br>So no earth needs humans",False,
Science & Exploration,Nature & Ecology,https://www.youtube.com/watch?v=KvC7BzOh3a4,"""Just watched this insane bungee jump! 😱 Who else is ready to conquer their fears? Let’s go! 🌍 #adventure #bungeejumping""",ADVEN,No captions available,100 subk complete 💯 thanks all friends 🧡; Imagine someone getting a heart attack while doing that😂; O my God😮😮😮😮😮😮,False,
Science & Exploration,Nature & Ecology,https://www.youtube.com/watch?v=SekA57AxJVE,"""Wow, this jungle scene is pure magic! 🌿✨ Where is this stunning place? Let me know! #NatureLovers #Explore""",Vaaste Creation,No captions available,Bagus banget❤❤; इस जगह का क्या नाम है कृपया बताएं; Masya Allah it is beautiful,False,
Science & Exploration,Nature & Ecology,https://www.youtube.com/watch?v=MBEHDj1AMxs,"""Just learned some amazing nature words! 🌿✨ What's your favorite thing about the great outdoors? #NatureVocabulary #ExploreNature""",OnlineClass4Kids,Captions available,,False,
Science & Exploration,Nature & Ecology,https://www.youtube.com/watch?v=oB6QkEMAPgQ,"""Just watched this and I'm inspired! 🌊✨ Let's keep our beaches beautiful for all the sea life! Who's with me? #SaveTheOcean #BeachVibes""",Talia,No captions available,,False,
Science & Exploration,Nature & Ecology,https://www.youtube.com/watch?v=W56FDCllUQY,"""Ever heard of a snag? 🌳🤔 These dead trees are nature's hidden gems! What’s your favorite forest find? #nature #wildlife""",Ethan Tapper,Captions available,"LOVE IT!; Somewhere I read that a healthy forest can support much much more life than an open field with cows. Nature has learned to fill available space with life and wonder. We just need to allow it to be what it is.; In Australia, a snag is a sausage served on a bun with onions and mustard",False,
Science & Exploration,Scientific Experiments,https://www.youtube.com/watch?v=xsKqEsGEmQw,"""Just tried this lemon and salt experiment, and wow! 🍋✨ Who knew science could be this fun? What’s your favorite DIY experiment? #ScienceRocks #MAKCuriousQuests""",MAK Curious Quests,No captions available,kindly explain in simple language  for kids; No WaY~~~; What fruit,False,
Science & Exploration,Scientific Experiments,https://www.youtube.com/watch?v=PTelAW-QYVI,"""Just tried this refraction experiment, and my mind is blown! 🤯✨ Who knew light could play tricks like this? Have you tried it yet? #ScienceFun #DIYExperiment""",Museum of Science,Captions available,It doesn&#39;t work 😡😡😡😡😡😡; Fake; Did not work 😢,False,
Science & Exploration,Scientific Experiments,https://www.youtube.com/watch?v=sBizv_9v_rw,"""Whoa! 🤯 This simple science experiment blew my mind! Have you tried it yet? Let me know your thoughts! #ScienceFun #ExperimentTime""",REAL AUR FAKE EXPERIMENT ,No captions available,Fake; It fake; fake probably mganet,False,
Science & Exploration,Scientific Experiments,https://www.youtube.com/watch?v=O9FpMgNowYw,"""Whoa! 😱 The power of physics never ceases to amaze! What was your favorite experiment from the video? 🧪 #PhysicsMagic #ScienceRocks""",Srifactual Fact,No captions available,Albert Einstein; The dead internet theory; My favourite subject is physics from 10th class to all life ❤❤❤❤❤😍😍😍😍✌️,False,
Science & Exploration,Scientific Experiments,https://www.youtube.com/watch?v=3I5QHFRmUcc,"""Whoa! 🤯 How does water defy gravity like that? You won't believe the secret behind this experiment! 💧✨ #science #mindblown""",Sick Science!,Captions available,Power of atmospheroc pressure; Fake😊😊; there is a hole at the button of cup,False,
Science & Exploration,Discovering New Technologies,https://www.youtube.com/watch?v=lACHhr7RKXc,"""Wait, why hasn’t Apple thought of this yet?! 🤔💡 This invention is a game changer! What do you think? #UnnecessaryInventions #Innovation""",Unnecessary Inventions,Captions available,Just make a wirelessly charging mouse pad; For the price of an Apple mouse you can buy a Logitech mouse and all the the batteries it&#39;ll ever need; &quot;it just works.&quot; &quot;We mindlessly defend our walled garden&quot;,False,
Science & Exploration,Discovering New Technologies,https://www.youtube.com/watch?v=R6XKXyVlFhg,"""Did you know you can make your YouTube Shorts longer than 15 seconds? 🤯✨ What will you create with the extra time? #YouTubeTips #Shorts""",vidIQ,Captions available,"👉 Grow your YouTube channel FASTER with vidIQ: <a href=""http://vidiq.com/install"">vidiq.com/install</a>; It&#39;s 3 minutes now🫠; I want 1hour 2hours",False,
Science & Exploration,Discovering New Technologies,https://www.youtube.com/watch?v=uXv9HVz-8yI,"""Ever wondered if watching your own videos counts for views? 🤔📺 Let’s dive into this myth! What do you think? #YouTubeHacks #ContentCreation""",VEED CREATORS,Captions available,"👋 Hey, have you tried making videos with VEED? 👉 <a href=""https://veed.video/3siCsOg"">https://veed.video/3siCsOg</a>; 5; I noticed that when i watch your videos and ket int repeat when i use the bathroom i barley get you views . I was tryna get you paid",False,
Science & Exploration,Discovering New Technologies,https://www.youtube.com/watch?v=Po94Djl9r2c,"""Just watched the coolest tech gadgets of 2025! 🤖✨ Which one are you adding to your wishlist? #Innovation #TechGadgets""",Haji Sahab,Captions available,,False,
